abreviation;nombreLibelle;libelle
liq;135;LIPASE LIQ. ASCITE
liq;135;AMYLASE LIQ.PLEURAL
liq;135;Cytob.Liq Pn AALQ
liq;135;CYTO.LIQ.PONCT.N 3
liq;135;PROTIDES LIQ. LAME
liq;135;CYTO.LIQ.PONCT.N 2
liq;135;EosinoLiqBio
liq;135;R.pcr.Chl.tracLIQ
liq;135;Cytob.Liq Pn PELQ
liq;135;PolyneutroLiqBio
liq;135;PCR Adéno/LiqBio.
liq;135;GLUCOSE LIQ.PLEURAL
liq;135;LIPASE LIQ. PLEURAL
liq;135;PCR GripA/Liq.bio
liq;135;PCR VRS B/LiqBio.
liq;135;CHLORE LIQ.BIO
liq;135;CALCIUM LIQ. BIO
liq;135;UREE LIQ.BIOLOGIQUES
liq;135;CYT.LIQ.ARTI+FLACONS
liq;135;NumLeucoLiqBio
liq;135;BILI TOTALE LIQ. BIO
liq;135;PCR VZV/liq.bio.
liq;135;PCR HHV8/liq.bio.
liq;135;LIPASE liq.lame
liq;135;PROTIDES LIQ.PLEURAL
liq;135;Cytob.Liq Pn ANLQ
liq;135;ENA Liq.bio ident
liq;135;TGO(ASAT) LIQ. BIO
liq;135;Cytob.Liq Pon.BLQAE
liq;135;PCR Pool1/Liq.bio
liq;135;AutresCellLiqBio
liq;135;LIPASE liq.ascite
liq;135;ZINC LIQ.SEMINAL
liq;135;MAGNESIUM LIQ. DIAL
liq;135;ENA Liq.bio  rech
liq;135;CHOL liq.pleural
liq;135;CALCIUM LIQ.DIALYSE
liq;135;CYT.LIQ.ARTI(SS BK)
liq;135;Cytob.Liq Pon.BLQAN
liq;135;LIPASE liq.pleural
pcs;1;ExtrADN EVO PCS o/n
vw;2;Fixation F8 / VW
vw;2;Multimères du VW
cat;1;AC A-LACTOF.CAT G
fib;2;2eme tube Etu.FIB
fib;2;O1 COTON(FIB.BRUT.)
mal;5;TRAN.SER.MAL.GR.CHAT
mal;5;TRANS CU.MAL.GR.CHAT
mal;5;TRANS.SérMAL.GR.CHAT
mal;5;GENE MAL.GLANZMANN
mal;5;K210 ANHYDRIDE MAL.
toxop;2;REC.TOXOP.DIV PCR
toxop;2;REC.TOXOP.BIOPS PCR
prand;1;B HYDROXYBUT P.PRAND
delta;1;HEP.DELTA ARN
tr;17;TR.RECEHR/BORE/COLOR
tr;17;AC BILIAIRES D & TR
tr;17;TR.TOXINES.STAPHYLO
tr;17;SERO HAEMOPHILUS TR.
tr;17;TR.PCR Ehrlichia
tr;17;TR.PCR.LEPTOSPIRES
tr;17;TR.SERO.PYO MUCOVISC
tr;17;TR témoin (18s)
tr;17;TR.REC/PCR BRUCELLA
tr;17;TR.Sér.tétanos&dipht
tr;17;TR.PCRVEROE COL157H7
tr;17;TR.PCR Coxi.burnetti
tr;17;TR.PCR.Brucella
tr;17;SER LEPT.SERouLCR TR
tr;17;TR.PCR T.whipplei
tr;17;TR.PCR.Listeria mono
tr;17;TR.Sér.Rickettsies
sapovirus;1;PCR Sapovirus/Ec.
facts;1;FACTS.VOIE ENDOGENE
moyennes;1;Sect.Moyennes
altern;1;m229 Altern.rAlt
vs;2;VS 2ème heure
vs;2;VS 1ère heure
pn;12;AGS SOLUBLES LQ PN
pn;12;MFI Tém PN
pn;12;PN exp CD46
pn;12;Cytob.Liq Pn LQAA
pn;12;Cytob.Liq Pn ANLQ
pn;12;PN valeur absolue
pn;12;Cytob.Liq Pn PELQ
pn;12;Cytob.Liq Pn AALQ
pn;12;Pn.jiro PVT DIVERS:
pn;12;Cytob.Liq Pn AELQ
pn;12;MFI mesurée PN
pn;12;PCR.M.pn./bouillon +
whippelii;1;PCR TROPH.WHIPPELII
ap;2;Nombre RLUtotalAPuri
ap;2;R.pcr.Chl.tra APuri
homme;1;CYTO PVT GEN.HOMME
lpl;1;PNEUMOCYST PCR LPL
tril;1;W3 AMBROISIE TRIL.
htlv;11;HTLV 1 et 2 SERO
htlv;11;HTLV 1 et 2
htlv;11;WESTERN HTLV
htlv;11;HTLV PCR ADN SANG
htlv;11;SERO HTLV
htlv;11;LOT HTLV
htlv;11;PCR HTLV  sang
htlv;11;HTLV SEROLOGIE
htlv;11;séro HTLV
htlv;11;HTLV PCR ADN LCR
htlv;11;PCR HTLV  lcr
dpca;1;CYTOBACT.DPCA
embryonn;1;VITRIFICAT EMBRYONN.
eryth;1;FOLATES eryth.mes
phan;1;EX1 MEL PHAN.ANIM
cb;3;Ratio VWF CB/RAg
cb;3;T°env-20°CBuf/22°CSg
cb;3;F.WILLEBRAND CB
anguillules;1;REC.ANGUILLULES
aerob;2;HEMOC.AEROB ARTERE
aerob;2;HEMOC.AEROB VEINE
abr;2;P.jiroveci Abr/PCR:
abr;2;CYTBACT.ABR MUCOV
eryt;1;Galactose 1P erytLit
cryptoc;1;Interpr.Ag.Cryptoc
hypoglyce;2;SULFA.HYPOGLYCE.SER.
hypoglyce;2;SULFA.HYPOGLYCE.URI.
coll;1;CollEpinéphrine
cerbros;1;béta gluco cerbros.
microsc;1;MYCOBACT:EX.MICROSC
carbo;1;AC A-ANHYD.CARBO.II
antitriodothyr;1;AC ANTITRIODOTHYR.
hnp;2;supp HNP ( 4 Ac)
hnp;2;HNP 1Ac supp
stmlee;4;CFU-GM StmléeMoelle
stmlee;4;BFU-E StmléeMoelle
stmlee;4;BFU-E StmléeSang
stmlee;4;CFU-GM StmléeSang
compression;2;TLEG avtCompression
compression;2;PAI Ag avCompression
plasmat;2;HISTAMINE PLASMAT.
plasmat;2;Histamine plasmat.
psitt;2;SER.CHL.PSITT.LCR
psitt;2;SER.CHL.PSITT.SER IF
ndhoff;1;SAndhoff
cbg;2;CBG OU TRANSCORTINE
cbg;2;CBG ou TRANSCORTINE
conserv;2;conservA.tissu germ
conserv;2;CONSERV.A.TISSU GERM
chromo;1;PCchromo
total;16;SousTotalGranuleuse
total;16;Nombre RLUtotalBIOP
total;16;Nombre RLUtotalLCR
total;16;SousTotal 1 Myélo
total;16;Nombre RLUtotalAPuri
total;16;SousTotal LiqBio
total;16;Nombre RLUtotalLIQ
total;16;Nombre RLUtotalSB
total;16;tropisme sangTotal
total;16;Nombre RLUtotalURI
total;16;Nombre RLUtotalGENI
total;16;Nombre RLUtotalPUS
total;16;Nombre RLUtotalORL
total;16;Nombre RLUtotalOEIL
total;16;Nombre RLUtotalLBA
total;16;Nombre RLUtotalVAGI
cryo;3;CryoCs Embryons/C/A
cryo;3;CryoCsSp ICSI/P/An
cryo;3;CryoCsSperme/P/An
etude;3;EtudeQualNoySpermat
etude;3;EtudeFibrinogène
etude;3;EtudeEjac.rétrograd
activ;1;PlasminogèneActiv.
st;2;F338 COQUILLE ST JA
st;2;f338 coq st jacqu
int;4;PEPTIDE VASOACT.INT
int;4;T GRANZYME B INT.
int;4;Myco Esp int.-orteil
int;4;INT.ENA DOUT:30à40
cdg;1;Sialotrf.CDG Dépist
tis;1;AG TIS. POLYPEPTID.
liste;1;ListeHPV haut risque
coli;3;TRA SERO E.COLI EHEC
coli;3;R.E.coli O 157H7
coli;3;Séro E.coli entéroh
nconj;1;BILIRUBINE nconj/ind
leishmanies;1;RECH.LEISHMANIES
tuberc;1;R.MYC.TUBERC/PCR N2
aer;15;REC.BACT.AER DESIGN
aer;15;Cult Fl.aér.(BM)PSG
aer;15;Cult Fl.aér.(BM) H2
aer;15;Cult Fl.aér.(BM) :
aer;15;REC.BACT.AER N5
aer;15;REC.BACT.AER N4
aer;15;F AER.Liq PoncBLQPE
aer;15;HEMOC.AER MYCO
aer;15;Cult Fl.aér.(BM):
aer;15;L.PONC+FL.AER
aer;15;Cult Fl.aér.ART(BM)
aer;15;Cult Fl.aér.(BM) LQ:
aer;15;REC.BACT.AER N3
aer;15;BAC.LQ FL.AER SEUL
aer;15;REC.BACT.AER N2
organophos;4;SCR.ORGANOPHOS.LG
organophos;4;SCREEN.ORGANOPHOS.UR
organophos;4;SCREEN.ORGANOPHOS.LG
organophos;4;SCR.ORGANOPHOS.URI
behcet;1;InterprétationBehcet
alterna;1;M229 ALTERNA.RALT A1
haq;1;REC.TOXOPLAS.HAQ PCR
ii;3;PCR Norovirus II/Ec.
ii;3;AC A-COLLAGENE II/OR
ii;3;AC A-ANHYD.CARBO.II
ma;1;k210 anhydride ma.
nuit;1;CYSTINURIE NUIT/JOUR
sperme;6;CONG.SPERME/EJAC
sperme;6;Vol .sperme
sperme;6;Congélat°Sperme/Eja
sperme;6;Prépa.Sperme avt I
sperme;6;CRYOCS SPERME/P/AN
sperme;6;CryoCsSperme/P/An
pcrveroe;1;TR.PCRVEROE COL157H7
campy;2;ID.SOUCH.CAMPY.COM
campy;2;ID.SOUCH.CAMPY.HOP
did;1;Ac A-Granuloc.DID
aspect;1;HC ArtérielleASPECT
pos;2;FlacAERd.pos.(h)PSG
pos;2;FlacANAd.pos.(h)PSG
pcb;1;CUELP FICTIF PCB
mycoplasmes;2;IDENT.MYCOPLASMES
mycoplasmes;2;CULT.MYCOPLASMES
urique;4;AC.URIQUE ur
urique;4;AC.URIQUE bain dial
urique;4;AC.URIQUE liq.bio
urique;4;AC.URIQUE sg
binding;1;VWF CollagenBinding
pcre;1;PCRE.HISTO/DISPAR DI
ggt;2;GGT liq.bio
ggt;2;GGT sg
vhb;6;ADN VHB
vhb;6;CHARGE VHB
vhb;6;ADN VHB plasma
vhb;6;SERO VHB
vhb;6;RESISTANCE VHB
vhb;6;GENO VHB
guanidinoacet;1;Guanidinoacét/CrU
saur;1;PCR.GENE.R SAUR/ART
hpa;3;Génotyp.Plaq HPA...
hpa;3;GENOTYP.PLAQ HPA..
hpa;3;GENOTYP.PLAQ HPA...
cu;1;TRANS CU.MAL.GR.CHAT
transmis;1;ADN transmis/anapath
vasoact;2;PEPTIDE VASOACT.INT
vasoact;2;PEPTIDE VASOACT. INT
facteur;1;Rech  AntiFacteur
lactofe;1;f334 lactofe.bovin
mult;2;PCR MULT.GASTRO/ECOU
mult;2;PCR MULT.GASTRO
prod;2;BACT.PROD.SANGUIN
prod;2;PAX5 MEL PROD.CHIMI
clauss;1;FibrinogèneClauss
tt;2;TT ACC
tt;2;TT ratio (ACC)
ident;12;Ident.souche fongiq.
ident;12;IDENT.MYCOPLASMES
ident;12;IDENT.Sche Strepto
ident;12;IDENT. PAT.SOURCE
ident;12;Ident.souch.aérobie
ident;12;IDENT. SUJET EXPOSE
ident;12;IDENT.MYCOPLASM.N°2
ident;12;IDENT.Sche Meningo
ident;12;TRA.IDENT.MENINGOCOQ
ident;12;IDENT.Sche Acineto
ident;12;Ident.cryptosp.spp
ident;12;IDENT.CRYPTOSP.SPP
lp;1;P.jiroveci Lp/PCR:
efficacite;1;VNefficacite
hemoc;10;HEMOC.AE+AN 5J
hemoc;10;HEMOC.AER MYCO
hemoc;10;HEMOC.ANAER MYCO
hemoc;10;Hémoc.aérobie Artér
hemoc;10;HEMOC.AEROB ARTERE
hemoc;10;HEMOC.PED MYCO
hemoc;10;HEMOC.AE+AN 5J N2
hemoc;10;Hémoc.aérobie Veine
hemoc;10;HEMOC.AEROB VEINE
hemoc;10;Hémoc.Artérielle
mel;1;ALLERGENES SPEouMEL
asper;3;DO Ag  Asper.:
asper;3;DO Ag  Asper.2:
asper;3;Asper.Qualitatif:
organophosphores;1;SCR.ORGANOPHOSPHORES
antigen;2;FibrinogèneAntigèn
antigen;2;FIBRINOGENE ANTIGEN.
lr;2;DR- P+ LR
lr;2;DR- G+ LR
const;1;W.Blot const.plaq
interpretation;5;InterprétationM.Coel
interpretation;5;InterprétationAbacav
interpretation;5;InterprétationChBird
interpretation;5;InterprétationBehcet
interpretation;5;InterprétationNarco
rode;2;ANTIVITAMINES K.RODE
rode;2;ANTIVITAMINES K.Rode
ng;1;Nombre RLU Ng PUS
bgapdh;1;R.pcr.BGAPDH 2
dial;1;PROT liq.dial
genotyp;5;Génotyp.Plaq HPA...
genotyp;5;Génotyp. Entérovirus
genotyp;5;GENOTYP.PLAQ HPA..
genotyp;5;Génotyp. Rhinovirus
genotyp;5;GENOTYP.PLAQ HPA...
meningo;5;PCR.N.meningo./BIOP
meningo;5;PCR.N.MENINGO./LIQ
meningo;5;PCR.N.meningo./SOUC
meningo;5;PCR.N.MENINGO./LCR
meningo;5;PCR.N.meningo./ORL
spn;1;R.pcr.Spn perméase
testicu;1;CONGEL.TISSU.TESTICU
oculair;1;CYTOB.OCULAIR SUP
pneumo;55;R.pcr.C.pneumo LBA
pneumo;55;Qté M.pneumo.ORL:
pneumo;55;Qté M.pneumo.LBA:
pneumo;55;PCR.M.PNEUMO./LCR
pneumo;55;CULT M.PNEUMO LBA
pneumo;55;Ag sol.Pneumo.
pneumo;55;SERO.PNEUMO.HYPERS
pneumo;55;PCR.C.PNEUMO./LBA
pneumo;55;R.pcr.C.pneumo OEIL
pneumo;55;R.pcr.C.pneumoLIQ
pneumo;55;R.pcr.M.pneumoLIQ
pneumo;55;R.pcr.C.pneumoSouc
pneumo;55;CULT M.PNEUMO BIOP
pneumo;55;Qté M.pneumo.OEIL
pneumo;55;PCR.C.PNEUMO./LCR
pneumo;55;PCR.C.PNEUMO./ORL
pneumo;55;R.pcr.C.pneumoBIOP
pneumo;55;PCR.M.pneumo./SOUC
pneumo;55;CULT M.PNEUMO RESP
pneumo;55;PCR.M.PNEUMO./BIOP
pneumo;55;R.pcr.M.pneumoRESP
pneumo;55;Qté M.pneumo.Resp:
pneumo;55;SéroPneumo.Hypers
pneumo;55;PCR.C.PNEUMO./BIOPS
pneumo;55;CULT M.PNEUMO LIQ
pneumo;55;Qté M.pneumo.Biop:
pneumo;55;PCR.C.PNEUMO./RESP
pneumo;55;Qté M.pneumo.Lcr:
pneumo;55;PCR.M.PNEUMO./LBA
pneumo;55;PCR.S.pneumo/ORL
pneumo;55;R.pcr.M.pneumo LBA
pneumo;55;Qté M.pneumo.Sou:
pneumo;55;PCR.S.pneumo/BIOP
pneumo;55;PCR.M.PNEUMO./LIQ
pneumo;55;R.pcr.M.pneumoOEIL
pneumo;55;R.pcr.M.pneumoBIOP
pneumo;55;PCR S.pneumo/LCR
pneumo;55;CULT M.PNEUMO ORL
pneumo;55;R.pcr.C.pneumo LCR
pneumo;55;Qté M.pneumo.Liq:
pneumo;55;R.pcr.C.pneumo ORL
pneumo;55;R.pcr.C.pneumoRESP
pneumo;55;PCR.M.PNEUMO./RESP
pneumo;55;CHL.PNEUMO SERO IGM
pneumo;55;CULT M.PNEUMO LCR
pneumo;55;PCR.C.PNEUMO./OEIL
pneumo;55;R.pcr.M.pneumoORL
pneumo;55;PCR.S.pneumo/LIQ
pneumo;55;R.pcr.M.pneumo LCR
pneumo;55;CULT M.pneumo SOUCH
pneumo;55;CULT M.PNEUMO OEIL
pneumo;55;R.pcr.M.pneumoSouc
pneumo;55;PCR.C.PNEUMO./SOU
pneumo;55;PCR.M.PNEUMO./ORL
pneumo;55;PCR.C.PNEUMO./LIQ
rlu;12;Nombre RLUtotalURI
rlu;12;Nombre RLUtotalBIOP
rlu;12;Nombre RLUtotalGENI
rlu;12;Nombre RLUtotalPUS
rlu;12;Nombre RLUtotalORL
rlu;12;Nombre RLUtotalOEIL
rlu;12;Nombre RLUtotalLCR
rlu;12;Nombre RLUtotalLBA
rlu;12;Nombre RLUtotalAPuri
rlu;12;Nombre RLUtotalLIQ
rlu;12;Nombre RLUtotalSB
rlu;12;Nombre RLUtotalVAGI
trach;35;Pass.C.trach/CULTGEN
trach;35;Typ.pcr.C.trachOei
trach;35;Pass.C.trach/CULTPUS
trach;35;Typ.pcr.C.trachSou
trach;35;R.pcr.Chl.trachSB
trach;35;Typ.pcr.C.trachPus
trach;35;R.pcr.Chl.trachGENI
trach;35;R.pcr.Chl.trachVAGI
trach;35;Typ.pcr.C.trachOrl
trach;35;R.pcr.Chl.trach.Ur
trach;35;R.pcr.Chl.trachMaté
trach;35;R.pcr.Chl.trach URI
trach;35;R.pcr.Chl.trachPUS
trach;35;Typ.pcr.C.trachLCR
trach;35;R.pcr.Chl.trachBIOP
trach;35;Pass.C.trach/CULORL
trach;35;PCR.C.trach/VAGaptim
trach;35;PCR.C.trach/ORLaptim
trach;35;Typ.pcr.C.trachMat
trach;35;Typ.pcr.C.trachRes
trach;35;R.pcr.Chl.trachLCR
trach;35;Typ.pcr.C.trachLBA
trach;35;PCR.C.TRACH/ANU APTI
trach;35;R.pcr.Chl.trachORL
trach;35;Typ.pcr.C.trach LQ
trach;35;PCR.C.TRACH/PUS APTI
trach;35;R.pcr.Chl.trachLBA
trach;35;Typ.pcr.C.trachBio
trach;35;Typ.pcr.C.trach Ur
trach;35;R.pcr.Chl.trach Sou
trach;35;PCR.C.TRACH/VAG APTI
trach;35;R.pcr.Chl.trach OEI
trach;35;R.pcr.Chl.trach LIQ
trach;35;Pass.C.trach/CUL LQ
trach;35;PCR.C.TRACH/URI APTI
profondes;1;Sect.Profondes
trp;1;calc interméd TRP
carb;2;T°env=carb/22°ou 4°
carb;2;Ac A-Anhyd.carb II
fr;1;FR
ascite;5;CHOLESTEROL L.ASCITE
ascite;5;AMYLASE liq.ascite
ascite;5;LIPASE liq.ascite
ascite;5;CHOL liq.ascite
ascite;5;TRIGLY LIQ.ASCITE
susp;1;HEMO SUSP.ENDOC.27J
mat;11;BAC MAT.P.VASC.N°3
mat;11;BACT.MAT.ORTH(15J)N2
mat;11;BAC MAT.P.VASC.(15J)
mat;11;BAC MAT.P.VASC.N°4
mat;11;BACT.MAT.ORTH(15J)N3
mat;11;BAC MAT.P.VASC.N°1
mat;11;BACT.MAT.ORTH(15J)N4
mat;11;BAC MAT.P.VASC.N°2
mat;11;ID/GénotC.trachoMAT
mat;11;BACT.MAT.ORTH(15J)
mat;11;Typ.pcr.C.trachMat
entro;1;CentroB Titrage :
nile;4;PCR W.Nile/plasma
nile;4;PCR W.Nile/biopsie
nile;4;PCR W.Nile/LCR
nile;4;PCR W.Nile/liquide
prolif;2;ETUDE PROLIF.LYMPHO
prolif;2;ETUDE PROLIF.LYMPH:
antimullerienne;1;H.ANTIMULLERIENNE
cap;1;Rech/pcr.B.ant.capA
conclusion;1;VNconclusion
prlv;6;Elim  Ca prlv 1
prlv;6;Elim  Ca prlv 2
prlv;6;Elim  Ca prlv 3
prlv;6;Elim A uriqu  prlv 1
prlv;6;Elim A uriqu  prlv 3
prlv;6;Elim A uriqu  prlv 2
burnetti;2;PCR COX.BURNETTI
burnetti;2;TR.PCR Coxi.burnetti
trichlora;1;Ac TrichloraC.Ur
tpmt;2;GENE THIOPURINE TPMT
tpmt;2;Conclusion GèneTPMT
wb;6;WB ASPER Nb bandes:
wb;6;Résultat WB
wb;6;WB DISTO
wb;6;WB DISTO Nb bandes:
wb;6;WB TOXOC Nb bandes:
wb;6;WB BILHA Nb bandes:
dextroprop;3;Dextroprop.Ur
dextroprop;3;Dextroprop.
dextroprop;3;DEXTROPROP. U
post;1;XMLCT Ser 2e PostG
epididymair;1;EXPL.FCT.EPIDIDYMAIR
ml;2;ML commentaire
ml;2;Urée / Ac ml malon u
phenothiaz;17;Dos  Phénothiaz. U
phenothiaz;17;Dos  Phénothiaz. 3
phenothiaz;17;Dos  Phénothiaz. 2
phenothiaz;17;Id Phénothiaz. Pl
phenothiaz;17;Dos  Phénothiaz. 1
phenothiaz;17;DOSAGE PHENOTHIAZ.2
phenothiaz;17;DOSAGE PHENOTHIAZ.1
phenothiaz;17;DOSAGE PHENOTHIAZ.3
phenothiaz;17;DOS. PHENOTHIAZ.U3
phenothiaz;17;DOS. PHENOTHIAZ.U2
phenothiaz;17;Dos  Phénothiaz.
phenothiaz;17;DOS. PHENOTHIAZ.U1
phenothiaz;17;Id Phénothiaz. Sg
phenothiaz;17;Dos  Phénothiaz. U3
phenothiaz;17;Id Phénothiaz. Ur
phenothiaz;17;Dos  Phénothiaz. U1
phenothiaz;17;Dos  Phénothiaz. U2
uterus;1;ETIQ.GENO PAP.UTERUS
leptospira;1;Séro.Leptospira conf
cf;5;TEM ROTEM cf CR
cf;5;ZoneThérapCf ouvrir
cf;5;Cf posologie(ouvrir)
cf;5;CfNew poso.Ouvrir
cf;5;Cf bilan clinico bio
interpreter;1;interpréter/séro
gast;1;MulltiGast.Détection
loochi;1;BACT.PLACEN.LOOCHI
tran;1;TRAN.SER.MAL.GR.CHAT
parvum;9;R.pcr.U.parvumBIOP
parvum;9;R.pcr.U.parvumRESP
parvum;9;R.pcr.U.parvumGENI
parvum;9;R.pcr.U.parvumLIQ
parvum;9;R.pcr.U.parvum LCR
parvum;9;R.pcr.U.parvumORL
parvum;9;R.pcr.U.parvumURI
parvum;9;R.pcr.U.parvumPUS
parvum;9;R.pcr.U.parvumSche
hum;14;Toxo HUM.AQUEUSE:
hum;14;C73 INSULINE HUM.
hum;14;adéno hum.aq. CP
hum;14;PCR CMV HUM.AQUEUSE
hum;14;hsv hum.aq. CP
hum;14;PCR HSV HUM.AQUEUS
hum;14;PCR VZV HUM.AQUEUS
hum;14;PCR VZV/hum.aqueus
hum;14;PCR Adéno/hum.aqu.
hum;14;PCR CMV/Hum.aqueuse
hum;14;vzv hum.aq. CP
hum;14;PCR HSV/hum.aqueus
hum;14;c73 insuline hum.
hum;14;PCR ADENO HUM.AQU.
chikun;1;PCR CHIKUN.PVT DIVER
ost;1;XMLCT Ser 2e PostG
ckmb;1;CKMB demandée
legionel;1;SERO LEGIONEL.TRANSM
identif;2;IDENTIF.DE PARASITE
identif;2;Identif. parasite
amniotique;2;CYTO.MB.AMNIOTIQUE
amniotique;2;CYTO.LIQ.AMNIOTIQUE
dose;1;Dose/Poids
drvvt;1;dRVVT
resp;13;PCR RESP. LCR
resp;13;PCR ADENO SEC.RESP.
resp;13;PCR RESP. ECOUV 2
resp;13;PCR RESP. ECOUVILL
resp;13;PCR RESP. BIOPSIE
resp;13;R.pcr.M.pneumoRESP
resp;13;R.pcr.U.parvumRESP
resp;13;PCR RESP. LBA
resp;13;PCR EBV/Séc.resp.
resp;13;PCR RESP. ECOUVI 3
resp;13;R.pcr.C.pneumoRESP
resp;13;R.pcr.U.urealyRESP
resp;13;PCR RESP. LIQ.BIO.
ct;3;Ct 2
ct;3;DPN toxo CT
ct;3;DPN cmv CT
brut;1;O1 COTON(FIB.BRUT.)
ctx;1;CTX
hcv;4;Génotypag HCV
hcv;4;HCV DXI urgente
hcv;4;Index HCV tec2 =
hcv;4;Index HCV dxi  urg
anguill;1;Para selles anguill.
granuloc;5;AC A-GRANULOC.DEPIST
granuloc;5;Ac A-Granuloc.Group
granuloc;5;Ac A-Granuloc.DID
granuloc;5;AC A-GRANULOC.DIG
granuloc;5;Ac A-Granuloc.Dép
vesic;1;LIQ SEM PROST.VESIC
corona;14;PCR Corona/Sécrét°
corona;14;PCR Corona/lba
corona;14;PCR Corona/liq bio.
corona;14;PCR Corona/LiqBio.
corona;14;PCR Corona/E.rectal
corona;14;PCR Corona/Lba
corona;14;PCR Corona/selles
corona;14;PCR Corona/biopsie
corona;14;PCR Corona/Ecouvil
corona;14;PCR Corona/Ecouvill
corona;14;PCR Corona/EcoN°2
corona;14;PCR Corona/EcoN°3
corona;14;PCR Corona/Sécré.
corona;14;PCR Corona/LCR
glutarique;1;Ac.Glutarique Ur
iii;2;GPIIbIIIa (P2)
iii;2;GPIIbIIIa
fong;1;IDEN.SOUCHE FONG.N 2
sclerodermie;1;A-POLY.SCLERODERMIE
maturat;1;LYMP T MATURAT.CD27
plaq;13;Nucléo.plaq ADP
plaq;13;Seq.GènesPlaq NGS
plaq;13;Etude Glycoprot.Plaq
plaq;13;Conclusion agg.plaq
plaq;13;Plaq/tube ACD
plaq;13;Génotyp.Plaq HPA...
plaq;13;GENOTYP.PLAQ HPA..
plaq;13;Plaq/tube citraté
plaq;13;Nucléo.plaq ATP
plaq;13;W.Blot const.plaq
plaq;13;GENOTYP.PLAQ HPA...
plaq;13;Plaq/tube Hépariné
plaq;13;Conc.Nucl.In.Plaq
fc;1;Herpes Gestat.Fc
activite;1;AP50 ActivitéFct VA
complete;2;TACRO.CINE.COMPLETE
complete;2;CICLO.CINE.COMPLETE
tiq;1;tiq.doc mort encép
sensibilise;1;TCA SENSIBILISE/Cor
sans;1;Sup sansCaryotypage
hypoglyc;4;SULFA.HYPOGLYC.UR.
hypoglyc;4;SULFAM.HYPOGLYC.SER
hypoglyc;4;SULFAM.HYPOGLYC.UR
hypoglyc;4;SULFA.HYPOGLYC.SER.
minerales;1;PARTIC.MINERALES INH
respi;1;Cartographie: respi.
guadinoac;1;GUADINOAC/CREATINE U
mikr;1;com.SER lyme Mikr.
exter;1;PROT.SUIVICOL EXTER.
mb;5;CMF GLYCOP.MB DIVERS
mb;5;CREATININE KINASE MB
mb;5;CYTO.MB.AMNIOTIQUE
mb;5;rech path mb GR
mb;5;CK MB dos
cysticercos;1;Interpr.Cysticercos
rickettsies;1;TR.Sér.Rickettsies
extr;2;ADN extr.ac.nucl.
extr;2;ExtrADN EVO PCS o/n
sulfatox;1;PROTO SULFATOX.UR
hbs;5;Ind séro Ag HBs Dxi
hbs;5;Antigène HBs
hbs;5;Ind Ag HBs Dxi urg
hbs;5;ANTIGENE HBS
hbs;5;séro Ag Hbs urgente
feb;1;COPROaplasCas E.féb
ureaplasma;9;PCR.UREAPLASMA/LCR
ureaplasma;9;PCR.UREAPLASMA/URI
ureaplasma;9;PCR.UREAPLASMA/ORL
ureaplasma;9;PCR.Ureaplasma/SOUC
ureaplasma;9;PCR.UREAPLASMA/RES
ureaplasma;9;PCR.UREAPLASMA/GEN
ureaplasma;9;PCR.UREAPLASMA/BIOP
ureaplasma;9;PCR.UREAPLASMA/LQ
ureaplasma;9;PCR.UREAPLASMA/PUS
agg;1;Conclusion agg.plaq
pediatr;1;Hémoculture pédiatr.
secre;9;PCR VRS B/Sécré.
secre;9;PCR Grip.B/Sécré.
secre;9;PCR Grip.A/Sécré.
secre;9;PCR Rougeole/Sécré.
secre;9;PCR Entéro/secré.
secre;9;PCR Adéno/Sécré.
secre;9;PCR Oreill/Sécre.
secre;9;PCR Corona/Sécré.
secre;9;PCR VRS A/Sécré.
arterielle;2;HC ArtérielleASPECT
arterielle;2;Hémoc.Artérielle
secret;8;ebv sécrét. CP
secret;8;hsv sécrét. CP
secret;8;b19 sécrét. CP
secret;8;cmv sécrét. CP
secret;8;hhv8 sécrét. CP
secret;8;vzv sécrét. CP
secret;8;hhv6 sécrét. CP
secret;8;adéno sécrét. CP
agregat;1;Dim.Agrégat
fixees;2;CONS.LAMES FIXEES/CO
fixees;2;cons.lames fixées/c
ill;3;FWill RAgNéphéStago
ill;3;Recherche AFWill
ill;3;FWill RAg Elisa
amb;1;T°env=Im.amb/carb D
saliv;1;Ac A-Canaux Saliv.
cont;1;BACT.VALV(CONT.STE)
hpn;2;Rech HPN
hpn;2;RECHERCHE HPN
genoty;1;Génoty. Paréchovirus
sg;205;Cholestanol sg
sg;205;gamma AMINOBUT sg
sg;205;envoi 5j ou immSgTot
sg;205;Dosage Sg Tacrolimus
sg;205;I D NEUROLEPT SG
sg;205;Iode sg
sg;205;Ac oxalique sg
sg;205;GAZ DU SG CAPILLAIRE
sg;205;Ac AMINOADIPIQUE sg
sg;205;Id Neurolept. Sg
sg;205;PAL sg
sg;205;CADMIUM SER OU SG T
sg;205;GAMMA sg
sg;205;Ac alpha AMINOBUT sg
sg;205;CK sg 1
sg;205;IGA sg
sg;205;I D PHENOTHIAZ SG
sg;205;CK sg 2
sg;205;PHENYLALANINE SG
sg;205;PROT PLEU/PROT SG
sg;205;Rech sg dans selles
sg;205;CHLOROQUINE SG
sg;205;AMYLASE sg
sg;205;I D CANNABIS SG
sg;205;HCG SG RECHERCHE
sg;205;Beta  ALANINE sg
sg;205;REC.TOXOPLAS.SG PCR
