abreviation;SourceAbreviation
dendritiques;DENDRITIQUES
morph;Morph.
morph;Morph
morph;MORPH
morph;morph
valve;Valve
valve;VALVE
valve;.VALVE
valve;valve
anguill;ANGUILL
anguill;Anguill
anguill;anguill.
anguill;anguill
ongel;ongel
ongel;ONGEL
ongel;Ongel
loochi;loochi
loochi;LOOCHI
loochi;Loochi
loochi;.LOOCHI
flac;flac
flac;FLAC
flac;flac.
flac;Flac
iii;III
iii;Iii
iii;iii
tularemie;TULAREMIE
tularemie;tularemie
tularemie;.tularemie
tularemie;Tularemie
exter;exter
exter;Exter
exter;EXTER
exter;EXTER.
cytbac;Cytbac
cytbac;CYTBAC
cytbac;CYTBAC.
cytbac;cytbac
rode;.RODE
rode;.Rode
rode;RODE
rode;Rode
rode;rode
secret;secret.
secret;Secret
secret;secret
secret;SECRET
distribution;DISTRIBUTION
distribution;Distribution
distribution;distribution
nucleo;Nucleo
nucleo;Nucleo.
nucleo;NUCLEO
nucleo;nucleo
antistaph;antistaph.
antistaph;ANTISTAPH
antistaph;Antistaph
antistaph;antistaph
gen;GEN
gen;Gen
gen;gen
gen;.gen
gen;gen.
gen;GEN.
ocul;.OCUL
ocul;ocul
ocul;OCUL.
ocul;Ocul
ocul;OCUL
lactofe;Lactofe
lactofe;LACTOFE
lactofe;lactofe.
lactofe;lactofe
ova;ova.
ova;OVA.
ova;OVA
ova;Ova
ova;ova
semi;.SEMI
semi;SEMI
semi;Semi
semi;semi
bronch;bronch.
bronch;bronch
bronch;.BRONCH
bronch;BRONCH.
bronch;BRONCH
bronch;Bronch
dipht;Dipht.
dipht;dipht
dipht;DIPHT
dipht;Dipht
histolyt;histolyt.
histolyt;histolyt
histolyt;HISTOLYT
histolyt;Histolyt
pulmon;PULMON
pulmon;Pulmon
pulmon;.pulmon
pulmon;pulmon
pulmon;pulmon.
sell;SELL
sell;Sell
sell;sell
sell;.SELL
poussier;poussier.
poussier;Poussier
poussier;poussier
poussier;POUSSIER
pentameres;PENTAMERES
pentameres;pentameres
pentameres;.PENTAMERES
pentameres;Pentameres
ovo;ovo
ovo;OVO
ovo;Ovo
sperm;SPERM.
sperm;SPERM
sperm;Sperm
sperm;sperm
interpr;Interpr
interpr;Interpr.
interpr;interpr
interpr;INTERPR
hemo;HEMO.
hemo;Hemo
hemo;HEMO
hemo;hemo
phenylala;Phenylala
phenylala;phenylala
phenylala;PHENYLALA.
phenylala;PHENYLALA
hominis;hominis/
hominis;HOMINIS/
hominis;hominis
hominis;HOMINIS
hominis;.hominis
hominis;Hominis
culture;culture
culture;CULTURE
culture;Culture
pacif;pacif
pacif;PACIF
pacif;pacif.
pacif;Pacif
sche;.Sche
sche;.sche
sche;sche
sche;Sche
sche;SCHE
ebv;EBV/
ebv;EBV
ebv;Ebv
ebv;ebv
granuleuse;GRANULEUSE
granuleuse;Granuleuse
granuleuse;granuleuse
date;date
date;DATE
date;Date
blot;BLOT
blot;Blot
blot;blot
blot;.Blot
blot;.BLOT
burnetti;burnetti
burnetti;.BURNETTI
burnetti;BURNETTI
burnetti;Burnetti
burnetti;.burnetti
jiro;.jiro
jiro;.JIRO
jiro;jiro
jiro;JIRO
jiro;Jiro
prost;prost
prost;Prost
prost;PROST
prost;PROST.
pancr;pancr
pancr;Pancr
pancr;.PANCR
pancr;PANCR
pancr;PANCR.
ggt;GGT
ggt;Ggt
ggt;ggt
adenovirus;Adenovirus
adenovirus;adenovirus
adenovirus;Adenovirus/
adenovirus;ADENOVIRUS
benzod;BENZOD.
benzod;BENZOD
benzod;Benzod
benzod;benzod
apres;APRES
apres;.apres
apres;Apres
apres;apres
vei;VEI
vei;Vei
vei;vei
vei;VEI.
plaie;Plaie
plaie;.PLAIE
plaie;PLAIE
plaie;plaie
ghb;GHB
ghb;Ghb
ghb;ghb
candidose;Candidose
candidose;.Candidose
candidose;candidose
candidose;CANDIDOSE
taq;Taq
taq;TAQ
taq;taq
htlv;Htlv
htlv;HTLV
htlv;htlv
ill;ill
ill;ILL
ill;Ill
bgapdh;Bgapdh
bgapdh;.BGAPDH
bgapdh;bgapdh
bgapdh;BGAPDH
reptilase;Reptilase
reptilase;REPTILASE
reptilase;reptilase
activite;activite
activite;ACTIVITE
activite;Activite
bloc;bloc
bloc;BLOC
bloc;Bloc
mtx;MTX
mtx;Mtx
mtx;mtx
ghs;GHS
ghs;Ghs
ghs;ghs
proto;Proto
proto;PROTO
proto;proto
proto;Proto.
ponc;ponc
ponc;PONC
ponc;Ponc
hemocult;hemocult
hemocult;Hemocult.
hemocult;HEMOCULT
hemocult;Hemocult
stoc;Stoc
stoc;STOC
stoc;stoc
imm;IMM.
imm;imm
imm;IMM
imm;Imm
mycoph;mycoph
mycoph;MYCOPH
mycoph;Mycoph
mycoph;Mycoph.
aeruginosa;AERUGINOSA
aeruginosa;.AERUGINOSA
aeruginosa;aeruginosa
aeruginosa;Aeruginosa
aeruginosa;.aeruginosa
urique;.URIQUE
urique;URIQUE
urique;Urique
urique;urique
mut;MUT.
mut;.mut
mut;MUT
mut;Mut
mut;mut
coti;Coti
coti;Coti/
coti;COTI
coti;coti
drvvt;drvvt
drvvt;dRVVT
drvvt;DRVVT
drvvt;Drvvt
hypers;hypers
hypers;.HYPERS
hypers;.Hypers
hypers;Hypers
hypers;HYPERS
tca;TCA
tca;Tca
tca;tca
ckmb;CKMB
ckmb;ckmb
ckmb;Ckmb
cap;cap
cap;CAP
cap;Cap
nigr;NIGR
nigr;Nigr
nigr;NIGR.
nigr;nigr
cat;CAT
cat;Cat
cat;cat
cat;.CAT
bayes;Bayes
bayes;BAYES
bayes;bayes
bayes;BAYES.
ndhoff;Ndhoff
ndhoff;NDHOFF
ndhoff;ndhoff
arter;Arter
arter;ARTER
arter;ARTER.
arter;arter
tck;TCK
tck;Tck
tck;tck
herb;.HERB
herb;HERB
herb;herb
herb;Herb
vgm;VGM
vgm;Vgm
vgm;vgm
ind;ind.
ind;IND
ind;Ind
ind;ind
trach;trach.
trach;trach/
trach;.trach
trach;TRACH
trach;Trach
trach;TRACH/
trach;trach
ambroi;AMBROI
ambroi;ambroi
ambroi;ambroi.
ambroi;Ambroi
bcarb;Bcarb
bcarb;BCARB
bcarb;.BCARB
bcarb;bcarb
cba;CBA
cba;Cba
cba;cba
will;.WILL
will;will
will;WILL
will;Will
cbg;CBG
cbg;Cbg
cbg;cbg
int;.INT
int;INT.
int;int.
int;INT
int;Int
int;int
vhc;VHC
vhc;Vhc
vhc;vhc
narco;narco
narco;NARCO
narco;Narco
vhb;VHB
vhb;Vhb
vhb;vhb
vhe;VHE
vhe;Vhe
vhe;vhe
vhe;VHE/
cbs;CBS
cbs;Cbs
cbs;cbs
variable;Variable
variable;Variable/
variable;VARIABLE
variable;variable
variable;.variable
poly;poly
poly;POLY
poly;Poly
poly;POLY.
phosphat;PHOSPHAT
phosphat;PHOSPHAT.
phosphat;phosphat
phosphat;Phosphat
